#{"t_start": 1775526323.8909862, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,0.908241
-50.0,50,0.94224
-46.0,50,0.975957
-50.0,50,1.010284
-49.0,50,1.048397
-50.0,50,1.081689
-50.0,50,1.119358
-50.0,50,1.154472
-50.0,50,1.191533
-50.0,50,1.230324
-50.0,50,1.265552
-50.0,50,1.303241
-50.0,50,1.341491
-50.0,50,1.376391
-46.0,50,1.411537
-50.0,50,1.446177
-50.0,50,1.483576
-50.0,50,1.51992
-50.0,50,1.557015
-50.0,50,1.59107
-50.0,50,1.629922
-50.0,50,1.665866
-50.0,50,1.701086
-50.0,50,1.736609
-50.0,50,1.772394
-50.0,50,1.807156
-50.0,50,1.843988
-50.0,50,1.877134
-50.0,50,1.914135
-50.0,50,1.950331
-50.0,50,1.995474
-50.0,50,2.03076
-50.0,50,2.069996
-50.0,50,2.104055
-50.0,50,2.139096
-50.0,50,2.174981
-50.0,50,2.212194
-50.0,50,2.246232
-50.0,50,2.284366
-50.0,50,2.31941
-50.0,50,2.356154
-50.0,50,2.390068
-50.0,50,2.425067
-50.0,50,2.458576
-50.0,50,2.499079
-50.0,50,2.531585
-50.0,50,2.565586
-50.0,50,2.599763
-50.0,50,2.63877
-50.0,50,2.672928
-50.0,50,2.706926
-50.0,50,2.745081
-50.0,50,2.782081
-50.0,50,2.816307
-50.0,50,2.851367
-50.0,50,2.886648
-49.0,50,2.922819
-50.0,50,2.958628
-50.0,50,2.992788
-50.0,50,3.029953
-50.0,50,3.071095
-50.0,50,3.104926
-50.0,50,3.137623
-50.0,50,3.174353
-50.0,50,3.212624
-50.0,50,3.247792
-50.0,50,3.28509
-50.0,50,3.321079
-50.0,50,3.359387
-50.0,50,3.394679
-50.0,50,3.429763
-50.0,50,3.466596
-50.0,50,3.505078
-50.0,50,3.539345
-50.0,50,3.574601
-50.0,50,3.609575
-43.0,50,3.646873
-44.0,50,3.680268
-49.0,50,3.718405
-50.0,50,3.752577
-48.0,50,3.794202
-45.0,50,3.832466
-50.0,50,3.865668
-50.0,50,3.899832
-50.0,50,3.939167
-50.0,50,3.974012
-50.0,50,4.008108
-50.0,50,4.04529
-50.0,50,4.088349
