#{"t_start": 1777758730.3366604, "env_id": "FetchReach-v4"}
r,l,t
-49.915284,50,1.560977
-50.080152,50,1.625105
-3.924196,5,1.631616
-50.061115,50,1.69531
-50.076783,50,1.761619
-50.075366,50,1.827504
-49.970811,50,1.88712
-22.84924,24,1.914662
-49.933887,50,1.987228
-49.949758,50,2.064755
-21.901072,23,2.094334
-49.922593,50,2.157157
-49.922545,50,2.226285
-49.853011,50,2.288098
-49.968721,50,2.349399
0.028395,1,2.3514
-49.996202,50,2.420291
-50.002422,50,2.482263
-49.975394,50,2.543619
-49.887803,50,2.605232
-50.01695,50,2.67709
-50.132971,50,2.741342
-10.890366,12,2.756129
-49.90042,50,2.812217
-50.117952,50,2.873515
-49.847497,50,2.937796
-49.893416,50,2.992171
-49.943365,50,3.058946
-49.935941,50,3.128164
-50.042941,50,3.186164
-50.000372,50,3.23876
-50.139156,50,3.298187
-49.952762,50,3.357425
-50.076665,50,3.41375
-49.957646,50,3.464757
-50.032595,50,3.516121
-50.098487,50,3.577495
-49.975695,50,3.635532
-50.046997,50,3.693766
-50.049969,50,3.753582
-25.884366,27,3.804691
-50.052555,50,3.858455
-50.029368,50,3.916148
-13.945418,15,3.934179
-50.064945,50,4.00373
-49.946255,50,4.071048
-50.015068,50,4.130162
-49.979347,50,4.187289
-50.016052,50,4.249252
-50.117961,50,4.306452
-50.015644,50,4.363559
-49.988847,50,4.419161
-50.069856,50,4.482082
-49.910304,50,4.539696
-50.163558,50,4.599153
-50.121963,50,4.646744
-50.044557,50,4.71004
-50.10569,50,4.763736
-49.866935,50,4.822002
-49.917896,50,4.874695
-50.127323,50,4.941294
-49.952452,50,4.995652
-49.937623,50,5.051432
-50.053628,50,5.127374
-49.83952,50,5.190183
-50.145038,50,5.246865
-49.959305,50,5.302197
-50.067219,50,5.359857
-49.969189,50,5.422066
-50.036691,50,5.47906
-49.878483,50,5.533824
-50.103417,50,5.664507
-49.862822,50,5.816281
-27.823208,29,5.860448
-49.996334,50,5.937405
-49.84632,50,6.008091
-49.93365,50,6.094416
-49.944092,50,6.156361
-49.914563,50,6.220321
-49.884032,50,6.27215
-50.030224,50,6.331763
-4.934809,6,6.338481
-49.940988,50,6.389114
-50.069975,50,6.445719
-4.919395,6,6.456368
-50.021071,50,6.5111
-50.030536,50,6.56536
-49.821477,50,6.615179
-49.938008,50,6.680042
-50.021352,50,6.729121
-49.913481,50,6.783921
-50.076059,50,6.837589
-49.992051,50,6.901975
-49.972675,50,6.957139
-50.045885,50,7.012226
-30.81328,32,7.054528
-49.980274,50,7.119311
-49.887744,50,7.17607
-50.050413,50,7.232667
-50.032758,50,7.291274
-8.96472,10,7.310315
-0.001518,1,7.312314
-49.971223,50,7.369023
-49.952539,50,7.425116
-49.98692,50,7.484736
-50.036665,50,7.537981
-50.198156,50,7.601086
-50.040062,50,7.656233
-50.009322,50,7.709114
-49.895331,50,9.392138
-50.01961,50,11.181906
-50.043423,50,13.006239
-49.96752,50,14.349279
-25.851094,27,14.891999
-20.898643,22,15.371048
-0.015324,1,15.391079
-49.987156,50,16.642693
-50.097119,50,17.647401
-32.901085,34,18.367321
-49.938106,50,19.436009
-49.91177,50,20.561149
-26.825915,28,21.285108
-49.962085,50,22.916945
0.031699,1,22.952178
-50.091753,50,24.45975
-50.00297,50,26.530167
-49.987691,50,27.920138
-49.95176,50,28.554619
-49.945096,50,29.18711
-50.099361,50,29.845103
-7.971512,9,29.968265
-49.893256,50,30.588169
-5.917585,7,30.678048
-49.870538,50,31.305139
-7.934092,9,31.411475
-50.103991,50,32.01911
-9.882309,11,32.174316
-49.962031,50,32.76478
-49.951027,50,33.354699
-49.89497,50,33.936153
-5.963811,7,34.022312
-50.010379,50,34.609946
-50.018073,50,35.202447
-49.978545,50,35.810194
-50.024722,50,37.537249
-50.014506,50,39.602259
-50.038212,50,41.486259
-49.999521,50,43.310997
-0.974806,2,43.402203
-36.826188,38,44.868604
-49.903934,50,46.733475
-3.92956,5,46.922152
-49.907087,50,48.962662
-50.110758,50,50.829298
-49.860344,50,52.821432
-40.808093,42,54.364744
-49.932346,50,56.281523
-49.9916,50,57.982249
-50.007177,50,59.864609
-50.072478,50,61.845726
-49.926395,50,63.552201
-49.954936,50,65.446288
-50.05177,50,67.43813
-50.130177,50,69.455258
-49.941721,50,71.263632
-12.822823,14,71.840078
-16.921307,18,72.568553
-49.936565,50,74.578722
-49.986653,50,76.647162
-49.925786,50,78.698272
-50.133882,50,80.622042
0.032776,1,80.640076
-50.056088,50,82.487308
-49.901221,50,84.051464
-49.999022,50,85.815505
0.009258,1,85.852201
-50.0537,50,87.872769
-50.050834,50,89.74612
-49.976991,50,91.571561
-49.873526,50,93.262179
-49.853593,50,94.738788
-50.074684,50,96.30553
-49.924531,50,97.986461
-49.820537,50,99.906075
-49.950429,50,101.389704
-42.890224,44,102.641285
-49.893065,50,104.36108
-50.045922,50,106.181514
-49.922711,50,108.115478
-50.012436,50,110.126157
-4.923863,6,110.288765
-49.972526,50,111.697691
-50.020443,50,113.103709
-19.963711,21,113.659178
-50.000124,50,115.133574
-49.930792,50,116.54539
-50.006201,50,118.061126
-50.071203,50,119.958186
-50.041938,50,121.506219
-50.120395,50,123.264331
-50.181072,50,125.077238
-49.982864,50,126.885093
-49.884044,50,128.762092
-50.035205,50,130.56431
-49.936799,50,132.407207
-49.931315,50,134.541158
-49.980501,50,136.585253
-50.101156,50,138.697562
-49.99639,50,140.386125
-50.089375,50,142.175108
-20.924887,22,143.00926
-50.023748,50,145.039098
-49.993599,50,146.9921
-50.07206,50,148.690257
-50.057796,50,150.352454
-18.910829,20,151.025665
-49.998034,50,152.584625
-50.061773,50,154.540207
-43.868342,45,156.304104
-49.979024,50,158.352473
-49.926495,50,160.057556
-49.954035,50,161.976207
-50.155538,50,163.992171
-49.99638,50,165.777075
-50.036344,50,167.600164
-0.992756,2,167.678124
-14.864794,16,168.320976
-17.880123,19,175.00069
-50.012967,50,176.982473
-49.996261,50,178.567251
-50.048818,50,180.102389
-49.943577,50,181.861279
-49.965478,50,183.777072
-49.912417,50,185.848112
-49.999065,50,187.822225
-50.011479,50,189.801066
-0.929857,2,189.890003
-19.932976,21,190.726151
-50.106853,50,192.666316
-49.929229,50,194.601254
-49.989336,50,196.664547
-50.054503,50,198.370281
-50.002051,50,199.908234
