#{"t_start": 1776822494.3342543, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.624019
-50.0,50,1.662019
-46.0,50,1.69802
-50.0,50,1.733017
-49.0,50,1.77202
-50.0,50,1.80902
-50.0,50,1.847018
-50.0,50,1.881018
-50.0,50,1.919018
-50.0,50,1.956018
-50.0,50,1.992019
-50.0,50,2.028018
-50.0,50,2.066018
-50.0,50,2.10102
-46.0,50,2.136019
-50.0,50,2.172018
-50.0,50,2.209018
-50.0,50,2.244018
-50.0,50,2.282528
-50.0,50,2.319528
-50.0,50,2.718528
-50.0,50,2.75453
-50.0,50,2.788527
-50.0,50,2.824528
-50.0,50,2.861527
-50.0,50,2.896527
-50.0,50,2.932528
-50.0,50,2.968527
-50.0,50,3.005528
-50.0,50,3.04153
-50.0,50,3.077528
-50.0,50,3.119529
-50.0,50,3.160531
-50.0,50,3.194527
-50.0,50,3.231527
-50.0,50,3.26653
-50.0,50,3.303528
-50.0,50,3.337527
-50.0,50,3.375527
-50.0,50,3.41053
-50.0,50,3.590044
-50.0,50,3.624044
-50.0,50,3.659043
-50.0,50,3.702045
-50.0,50,3.746043
-50.0,50,3.779044
-50.0,50,3.816044
-50.0,50,3.857044
-50.0,50,3.898046
-50.0,50,3.934044
-50.0,50,3.969046
-50.0,50,4.006044
-50.0,50,4.043045
-50.0,50,4.079044
-50.0,50,4.115044
-50.0,50,4.153047
-49.0,50,4.191043
-50.0,50,4.230044
-50.0,50,4.266043
-50.0,50,4.302044
