#{"t_start": 1776823108.7420454, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,0.814
-50.0,50,1.430509
-2.0,3,1.471511
-50.0,50,2.13451
-50.0,50,2.77902
-50.0,50,3.455531
-50.0,50,4.16953
-50.0,50,4.812036
-50.0,50,5.476037
-50.0,50,6.131548
-50.0,50,6.774546
-50.0,50,7.419056
-50.0,50,8.086566
-18.0,19,8.335566
-50.0,50,8.958565
-50.0,50,9.597072
-50.0,50,10.249072
-50.0,50,10.901579
-50.0,50,11.520085
-50.0,50,12.147086
-50.0,50,12.780596
-1.0,2,12.804598
-50.0,50,13.438596
-50.0,50,14.064108
-50.0,50,14.710107
-50.0,50,15.359617
-50.0,50,15.999617
-19.0,20,16.263126
-50.0,50,16.912126
-50.0,50,17.605637
-50.0,50,18.321638
-50.0,50,18.955148
-50.0,50,19.62366
-50.0,50,20.335661
-50.0,50,21.059168
-50.0,50,21.726168
-50.0,50,22.398677
-50.0,50,23.067188
-50.0,50,23.686187
-50.0,50,24.349699
-50.0,50,24.988699
-50.0,50,25.635207
-50.0,50,26.254208
-1.0,2,26.277206
-50.0,50,26.922714
-50.0,50,27.571714
-17.0,18,27.795228
-50.0,50,28.415229
-50.0,50,29.040738
-47.0,48,29.656737
-50.0,50,30.296245
-50.0,50,30.920245
-33.0,34,31.361755
-50.0,50,32.008754
-50.0,50,32.643269
-50.0,50,33.255267
-50.0,50,33.884778
-50.0,50,34.521778
-50.0,50,35.12529
-50.0,50,35.725802
-50.0,50,36.3498
-50.0,50,36.998312
-10.0,11,37.134312
-50.0,50,37.755312
-50.0,50,38.396818
-50.0,50,39.05582
-50.0,50,39.698332
-50.0,50,40.316842
-50.0,50,40.961841
-50.0,50,41.642351
-50.0,50,42.278352
-50.0,50,42.931861
-50.0,50,43.58086
-50.0,50,44.251371
-50.0,50,44.87937
-50.0,50,45.521877
-50.0,50,46.159877
-50.0,50,46.790385
-50.0,50,47.406895
-50.0,50,48.022894
-50.0,50,48.649408
-50.0,50,49.278407
-50.0,50,49.883914
-25.0,26,50.203914
-42.0,43,50.756915
-50.0,50,51.410423
-50.0,50,52.052934
-50.0,50,52.696934
-50.0,50,53.359442
-50.0,50,54.018442
-50.0,50,54.668948
-50.0,50,55.32095
-50.0,50,55.969457
-25.0,26,56.321457
-50.0,50,56.992965
-10.0,11,57.134967
-50.0,50,57.788474
-50.0,50,58.448473
-50.0,50,59.070985
-50.0,50,59.709982
-50.0,50,60.369488
-50.0,50,61.023488
-50.0,50,61.652998
-50.0,50,62.262998
-50.0,50,62.916508
-11.0,12,63.082508
-50.0,50,63.738014
-50.0,50,64.376014
-50.0,50,65.030522
-5.0,6,65.102522
-50.0,50,65.770034
-50.0,50,66.397033
-50.0,50,67.020541
-50.0,50,67.66854
-50.0,50,68.293049
-50.0,50,68.91605
-50.0,50,69.554558
-50.0,50,70.202556
-50.0,50,70.830066
-50.0,50,71.437066
-33.0,34,71.860574
-50.0,50,72.491575
-50.0,50,73.121085
-50.0,50,73.736082
-50.0,50,74.376589
-50.0,50,75.0311
-50.0,50,75.667099
-50.0,50,76.29561
-50.0,50,76.954611
-50.0,50,77.60212
-50.0,50,78.25112
-50.0,50,78.89063
-50.0,50,79.552137
-21.0,22,79.835137
-50.0,50,80.457137
-50.0,50,81.089647
-50.0,50,81.742648
-50.0,50,82.382156
-50.0,50,83.009665
-50.0,50,83.634668
-50.0,50,84.263171
-14.0,15,84.449171
-15.0,16,84.650172
0.0,1,84.666171
-50.0,50,85.293679
-10.0,11,85.436679
-50.0,50,86.064679
-50.0,50,86.680185
-50.0,50,87.336186
-50.0,50,87.998695
-50.0,50,88.636694
0.0,1,88.648694
-50.0,50,89.303203
-50.0,50,89.961714
-22.0,23,90.246713
-50.0,50,90.893714
-50.0,50,91.526221
-50.0,50,92.179221
-50.0,50,92.817731
-4.0,5,92.877731
0.0,1,92.895731
-9.0,10,93.026731
-50.0,50,93.665239
-12.0,13,93.830239
0.0,1,93.845238
-50.0,50,94.466747
-50.0,50,95.083747
-50.0,50,95.710254
-16.0,17,95.929253
-50.0,50,96.550254
-8.0,9,96.663254
-50.0,50,97.289762
-50.0,50,97.895763
-50.0,50,98.520271
-50.0,50,99.156778
-50.0,50,99.794778
-50.0,50,100.438288
-50.0,50,101.095287
-50.0,50,101.738796
-50.0,50,102.362796
-50.0,50,103.006307
-50.0,50,103.674816
-50.0,50,104.313816
-50.0,50,104.941324
-50.0,50,105.585327
-50.0,50,106.221832
-6.0,7,106.310832
-50.0,50,106.914833
-50.0,50,107.546341
-50.0,50,108.181341
-50.0,50,108.810853
-50.0,50,109.410363
-50.0,50,110.024363
-50.0,50,110.659872
-50.0,50,111.311871
-50.0,50,111.951378
-50.0,50,112.602379
-50.0,50,113.289886
-50.0,50,113.916396
-50.0,50,114.556396
-50.0,50,115.205904
0.0,1,115.220904
-50.0,50,115.889906
-50.0,50,116.522415
-50.0,50,117.176415
-50.0,50,117.815928
-50.0,50,118.444434
-50.0,50,119.061434
-50.0,50,119.713945
-50.0,50,120.347946
-50.0,50,120.963455
-14.0,15,121.147455
-50.0,50,121.768455
-50.0,50,122.420966
-50.0,50,123.052965
-50.0,50,123.678477
-50.0,50,124.334984
-50.0,50,124.980984
-50.0,50,125.614493
-50.0,50,126.247495
-50.0,50,126.928001
-50.0,50,127.587001
-3.0,4,127.637004
-50.0,50,128.274514
-50.0,50,131.105526
-50.0,50,131.748035
-50.0,50,132.382544
-50.0,50,132.997544
-15.0,16,133.216544
-50.0,50,133.867051
-5.0,6,133.943052
-50.0,50,134.587559
-50.0,50,135.238559
-50.0,50,135.901069
-50.0,50,136.518071
-50.0,50,137.155579
-50.0,50,137.799579
-50.0,50,138.445087
-50.0,50,139.068088
-50.0,50,139.695599
-50.0,50,140.344599
-5.0,6,140.431109
-50.0,50,141.078109
-50.0,50,141.682616
-50.0,50,142.295615
-50.0,50,142.919126
-50.0,50,143.545125
-50.0,50,144.162636
-50.0,50,144.769636
-50.0,50,145.407146
-50.0,50,146.005146
-50.0,50,146.629656
-50.0,50,147.271656
-50.0,50,147.95317
-50.0,50,148.59068
-50.0,50,149.238681
-50.0,50,149.906186
-2.0,3,149.944186
-50.0,50,150.623186
-50.0,50,151.257698
-50.0,50,151.910205
-50.0,50,152.552205
-50.0,50,153.192713
-50.0,50,153.829714
-50.0,50,154.454223
-50.0,50,155.091224
-50.0,50,155.719733
-50.0,50,156.341733
-50.0,50,156.964246
-50.0,50,157.581244
-50.0,50,158.227755
-50.0,50,158.878268
-50.0,50,159.555268
-50.0,50,160.247778
-50.0,50,160.925778
-50.0,50,161.579288
-50.0,50,162.257287
-50.0,50,162.966796
-50.0,50,163.647306
-50.0,50,164.316306
-50.0,50,164.957814
-50.0,50,165.607814
