#{"t_start": 1777836217.1957333, "env_id": "FetchReach-v4"}
r,l,t
-67.474464,50,1.402862
-63.761887,50,1.459454
-4.448246,5,1.466961
-58.614745,50,1.524075
-58.823344,50,1.590851
-59.423856,50,1.652963
-24.474783,23,1.679507
-58.951535,50,1.732879
-59.62531,50,1.794986
-58.636717,50,1.845829
-61.294511,50,1.898416
-58.361045,50,1.95078
-64.214565,50,2.005851
-57.328362,50,2.058443
-10.079386,10,2.068465
-30.194952,27,2.107682
-64.999184,50,2.173001
-59.693521,50,2.229844
-12.198631,12,2.244865
-63.151358,50,2.304965
-46.41799,41,2.365773
-57.980816,50,2.422875
-61.625442,50,2.481987
-63.694313,50,2.542895
-63.218492,50,2.604904
-58.429702,50,2.664014
-59.499821,50,2.715929
-59.077894,50,2.772055
-57.553928,50,2.82993
-67.971471,50,2.893923
-65.590262,50,2.939996
-66.450939,50,2.992783
-61.878889,50,3.053883
-58.067343,50,3.111988
-61.366286,50,3.166804
-63.198032,50,3.224914
-58.62791,50,3.29159
-62.95975,50,3.352832
-62.333192,50,3.413982
-67.284547,50,3.469197
-59.673884,50,3.526936
-57.497439,50,3.586055
-62.995639,50,3.63922
-10.975669,11,3.653243
-14.704792,14,3.675914
-56.984501,50,3.737028
-40.731041,36,3.7768
-62.67465,50,3.839924
-58.915877,50,3.901053
-63.361889,50,3.960483
-65.981885,50,4.006888
-57.253764,50,4.054976
-62.013169,50,4.11978
-57.553684,50,4.1819
-60.496335,50,4.236857
-63.609876,50,4.29547
-61.00937,50,4.363948
-61.042989,50,4.421146
-57.511887,50,4.47286
-62.925013,50,4.526996
-14.85301,14,4.547031
-50.20188,46,4.707035
-58.375849,50,4.832778
-59.091147,50,4.896906
-58.91993,50,4.964733
-59.674508,50,5.042926
-60.060588,50,5.121765
-66.407644,50,5.179373
-60.530483,50,5.240789
-60.487222,50,5.297376
-16.021914,15,5.317
-59.356759,50,5.375806
-62.992094,50,5.436901
-65.639047,50,5.496514
-66.073453,50,5.552802
-63.179226,50,5.610417
-62.002403,50,5.671065
-59.340883,50,5.733975
-63.642493,50,5.784142
-59.450646,50,5.843959
-60.886886,50,5.900068
-58.581514,50,5.960412
-60.722419,50,6.006434
-56.84586,50,6.058281
-59.62234,50,6.113937
-62.724401,50,6.17706
-30.647556,27,6.206883
-19.199767,18,6.226917
-5.505184,6,6.240953
-65.561818,50,6.300136
-60.117326,50,6.360828
-58.785509,50,6.414019
-62.244791,50,6.480834
-58.2983,50,6.535806
-63.965679,50,6.590914
-60.023179,50,6.646776
-58.359278,50,6.710957
-63.188556,50,6.766705
-60.417054,50,6.821983
-61.078186,50,6.876744
-65.237965,50,6.938552
-14.682125,14,6.951826
-41.33288,37,6.986877
-65.34724,50,7.040022
-58.434493,50,7.101385
-63.701346,50,7.157079
-8.959308,9,7.16694
-65.713419,50,7.221753
-58.417007,50,7.286869
-62.921524,50,7.353805
-58.109651,50,14.111665
-65.097185,50,16.116976
-57.322354,50,17.989972
-66.212976,50,19.656998
-5.551055,6,19.841233
-57.65202,50,21.536995
-61.676466,50,23.350358
-57.781186,50,25.454772
-60.815527,50,27.638514
-65.541461,50,29.419499
-61.671899,50,31.015934
-59.628276,50,32.565005
-60.391911,50,34.661853
-8.751607,9,35.083994
-59.701454,50,37.327026
-59.589894,50,39.374896
-65.061337,50,41.453071
-62.030771,50,43.520001
-64.479372,50,45.7907
-30.962927,29,47.125527
-63.652473,50,49.606104
-58.125642,50,51.726984
-40.736808,37,53.419977
-59.830745,50,55.588331
-57.960713,50,57.786892
-66.999148,50,59.601858
-64.732483,50,61.523979
-58.815492,50,63.206735
-17.144944,16,63.730779
-57.753953,50,65.571808
-60.298064,50,67.561937
-64.848723,50,69.756788
-59.536268,50,71.650541
-57.02807,50,73.79283
-58.578408,50,75.380995
-57.123263,50,77.332139
-64.277344,50,79.115121
-62.302685,50,80.971841
-59.4361,50,82.72584
-61.42127,50,84.799889
-58.236699,50,86.902823
-20.760088,20,87.705913
-61.170898,50,89.561862
-60.513199,50,91.427024
-60.957643,50,93.443208
-70.4363,50,95.700898
-62.649471,50,97.901948
-65.359378,50,100.178454
-66.880683,50,102.366707
-4.476507,5,102.598299
-0.036514,1,102.646877
-5.505765,6,102.923006
-3.257513,4,103.089919
-0.064807,1,103.141012
-0.035571,1,103.193804
-61.010836,50,105.440704
-61.564543,50,107.564163
-61.238325,50,109.806888
-63.123009,50,111.993897
-66.152903,50,114.384102
-59.985117,50,116.615996
-64.697272,50,118.996807
-57.568102,50,120.881778
-60.051027,50,122.435152
-13.831393,13,122.779709
-23.304235,22,123.375978
-61.140971,50,124.861212
-11.05717,11,125.212883
-63.733898,50,127.20849
-63.591595,50,129.263797
