#{"t_start": 1776824835.1114645, "env_id": "FetchReach-v4"}
r,l,t
-2.0,3,0.38152
-2.0,3,0.483902
-1.0,2,0.534227
-3.0,4,0.697947
-1.0,2,0.792517
-50.0,50,2.991317
-15.0,16,3.670407
-4.0,5,3.868463
-50.0,50,6.019976
-50.0,50,8.903902
-8.0,9,9.442431
-14.0,15,10.401432
-2.0,3,10.591496
-2.0,3,10.786557
-1.0,2,10.915641
-1.0,2,11.036098
-2.0,3,11.223907
-1.0,2,11.356282
-2.0,3,11.560365
-2.0,3,11.746543
-3.0,4,12.014887
-1.0,2,12.137558
-1.0,2,12.258248
-2.0,3,12.436506
-4.0,5,12.752287
-3.0,4,13.032136
-5.0,6,13.400418
-1.0,2,13.530691
-2.0,3,13.716457
-1.0,2,13.843881
-1.0,2,13.965256
-3.0,4,14.208563
-2.0,3,14.407481
-3.0,4,14.650513
-2.0,3,14.832413
-1.0,2,14.959367
-5.0,6,15.256291
-2.0,3,15.374764
-1.0,2,15.432459
0.0,1,15.478295
-1.0,2,15.542417
0.0,1,15.581495
-2.0,3,15.730508
0.0,1,15.764084
-3.0,4,16.011505
-2.0,3,16.175333
-2.0,3,16.362423
-2.0,3,16.556435
-1.0,2,16.684891
-2.0,3,16.858323
-3.0,4,17.102891
-2.0,3,17.227385
-1.0,2,17.352392
-3.0,4,17.586246
0.0,1,17.647367
-2.0,3,17.808426
-3.0,4,18.006431
0.0,1,18.06852
-3.0,4,18.299469
-4.0,5,18.556489
-1.0,2,18.692591
-3.0,4,18.937338
-3.0,4,19.17939
-1.0,2,19.299276
-3.0,4,19.549401
0.0,1,19.611991
-2.0,3,19.78637
-1.0,2,19.911487
-2.0,3,20.09933
-1.0,2,20.230449
-3.0,4,20.472355
-1.0,2,20.600433
-2.0,3,20.786116
-2.0,3,20.988263
-2.0,3,21.171495
-1.0,2,21.304215
-2.0,3,21.507663
-2.0,3,21.697424
-3.0,4,21.938267
-3.0,4,22.18935
-2.0,3,22.395552
-1.0,2,22.515957
-2.0,3,22.707579
-3.0,4,22.950483
-2.0,3,23.144158
-3.0,4,23.400882
-1.0,2,23.531303
-3.0,4,23.79396
-2.0,3,23.987254
-4.0,5,24.308555
-1.0,2,24.430668
-3.0,4,24.693905
-5.0,6,25.064677
-2.0,3,25.245722
-3.0,4,25.501498
-2.0,3,25.691876
-1.0,2,25.822447
-3.0,4,26.068377
-3.0,4,26.325279
-2.0,3,26.50586
0.0,1,26.570443
0.0,1,26.633845
-2.0,3,26.82959
-2.0,3,27.024993
-1.0,2,27.15384
-3.0,4,27.409919
-3.0,4,27.661313
-3.0,4,27.90562
-3.0,4,28.163891
-3.0,4,28.414473
-1.0,2,28.541506
-2.0,3,28.735697
-2.0,3,28.918908
-2.0,3,29.107327
-2.0,3,29.30993
0.0,1,29.373856
-1.0,2,29.500377
-3.0,4,29.760718
-2.0,3,29.94852
-2.0,3,30.138681
-2.0,3,30.334628
-3.0,4,30.57549
-2.0,3,30.765572
0.0,1,30.823891
-1.0,2,30.958376
-3.0,4,31.214602
-1.0,2,31.344
-3.0,4,31.593986
-2.0,3,31.788534
-2.0,3,31.981455
0.0,1,32.044619
-4.0,5,32.367181
-2.0,3,32.556528
-3.0,4,32.792513
-1.0,2,32.902495
-2.0,3,33.081542
-3.0,4,33.342434
-50.0,50,36.440974
-33.0,34,38.548465
-6.0,7,38.992546
-1.0,2,39.116019
-3.0,4,39.375466
-1.0,2,39.506413
-2.0,3,39.691481
-1.0,2,39.821493
-4.0,5,40.132449
-2.0,3,40.317034
-2.0,3,40.512998
-2.0,3,40.715956
-5.0,6,41.096421
-2.0,3,41.275512
-2.0,3,41.4604
-3.0,4,41.699406
-1.0,2,41.840285
-3.0,4,42.104985
-3.0,4,42.364208
-1.0,2,42.514957
-1.0,2,42.625958
-3.0,4,42.895033
-2.0,3,43.089414
