#{"t_start": 1777762509.07943, "env_id": "FetchReach-v4"}
r,l,t
-29.865935,31,0.916584
-49.960447,50,0.964924
-49.965973,50,1.005192
-49.962974,50,1.040296
-50.28303,50,1.086893
-49.96164,50,1.138591
-50.016329,50,1.181952
-49.927785,50,1.234438
-50.056145,50,1.280701
-44.782223,46,1.322972
-49.898867,50,1.371972
-49.989447,50,1.420179
-38.885856,40,1.473616
-50.065156,50,1.519049
-50.049982,50,1.561428
-12.92535,14,1.572558
-50.044361,50,1.619902
-49.963304,50,1.670233
-49.918092,50,1.719619
-50.001419,50,1.76369
-49.908842,50,1.816817
-49.913632,50,1.867118
-49.959078,50,1.919417
-50.045258,50,1.965705
-49.969096,50,2.018357
-50.052967,50,2.06652
-49.912371,50,2.116807
-49.992252,50,2.167313
-49.880693,50,2.2268
-49.863644,50,2.278799
-50.027593,50,2.324799
-25.871368,27,2.3488
-49.865406,50,2.397272
-49.995948,50,2.447597
-50.033846,50,2.502184
-50.003786,50,2.557451
-49.967215,50,2.60919
-49.935071,50,2.662699
-50.075699,50,2.713289
-50.079589,50,2.766657
-8.870005,10,2.779657
-50.165219,50,2.824658
-50.006907,50,2.870661
-49.994238,50,2.92436
-49.867273,50,2.974875
-49.956139,50,3.024942
-50.062272,50,3.074694
-49.95657,50,3.121281
-49.994768,50,3.177783
-44.786572,46,3.216447
-49.9989,50,3.26353
-49.933447,50,3.311968
-7.983346,9,3.324459
-50.024479,50,3.380745
-49.923688,50,3.431092
-50.034838,50,3.482325
-49.942284,50,3.5454
-50.159271,50,3.593843
-49.973447,50,3.640162
-50.027472,50,3.692381
-49.921321,50,3.74888
-49.998777,50,3.794381
-49.931679,50,3.844534
-50.183604,50,3.888593
-50.025237,50,3.946208
-49.971016,50,3.998301
-50.025104,50,4.046093
-4.955083,6,4.052093
-49.940365,50,4.107434
-50.048401,50,4.16074
-50.04341,50,4.214206
-49.955446,50,4.255659
-20.809047,22,4.277774
-50.041947,50,4.323244
-49.964648,50,4.367243
-3.957661,5,4.372243
-50.004175,50,4.458376
-50.050179,50,4.520192
-13.886765,15,4.534192
-3.961505,5,4.540192
-49.885879,50,4.594886
-49.980035,50,4.644882
-50.067041,50,4.690638
-50.055916,50,4.747381
-50.010275,50,4.799821
-5.938612,7,4.80582
-49.98858,50,4.850496
-49.983992,50,4.892495
-49.954001,50,4.949052
-50.133007,50,4.995052
-50.048637,50,5.042388
-49.986377,50,5.085763
-50.076619,50,5.133464
-30.867232,32,5.163792
-50.195061,50,5.20695
-1.971868,3,5.21095
-6.899709,8,5.222538
-49.951217,50,5.277071
-49.867268,50,5.322216
-49.930355,50,5.371685
-50.126594,50,5.415685
-50.00232,50,5.467386
-6.99196,8,5.477385
-50.037072,50,5.515971
-50.072287,50,5.564292
-49.973371,50,5.611048
-49.906487,50,5.661649
-0.943626,2,5.664648
-50.007689,50,5.720097
-49.957211,50,5.758361
-49.94054,50,5.806953
-50.024888,50,5.84495
-49.944757,50,6.48788
-44.828573,46,7.03939
-4.896241,6,7.109232
-50.099472,50,7.701373
-50.111908,50,8.295625
-50.067033,50,8.865204
-50.044936,50,9.438431
-50.029316,50,10.005486
-49.913907,50,10.587071
-49.96415,50,11.23399
-50.041352,50,11.84006
-49.988477,50,12.41888
-49.978502,50,12.991189
-50.038723,50,13.563444
-50.004575,50,14.147514
-49.882923,50,14.751087
-49.930362,50,15.35293
-49.929795,50,15.957466
-49.979447,50,16.576264
-49.948439,50,17.168718
-50.020691,50,17.823432
-50.022026,50,18.434531
-50.001744,50,19.036637
-49.954954,50,19.635658
-50.07261,50,20.243676
-49.892354,50,20.826378
-49.92259,50,21.414506
-49.969163,50,21.971987
-50.044189,50,22.547596
-6.85254,8,22.639416
-50.107842,50,23.227904
-49.970664,50,23.799296
-50.043823,50,24.376359
-49.926763,50,24.938332
-50.143035,50,25.51215
-50.010836,50,26.098147
-7.925076,9,26.21022
-49.957519,50,26.803067
-49.919154,50,27.407434
-50.00165,50,28.00406
-50.001656,50,28.627308
-1.939168,3,28.664531
