#{"t_start": 1776828945.79083, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,0.988507
-50.0,50,1.041509
-4.0,5,1.046509
-50.0,50,1.087509
-50.0,50,1.130508
-50.0,50,1.180509
-50.0,50,1.225507
-23.0,24,1.248509
-50.0,50,1.300017
-50.0,50,1.342017
-22.0,23,1.363018
-50.0,50,1.409017
-50.0,50,1.461017
-50.0,50,1.503017
-50.0,50,1.545017
0.0,1,1.546017
-50.0,50,1.598018
-50.0,50,1.647017
-50.0,50,1.687018
-50.0,50,1.733016
-50.0,50,1.781017
-50.0,50,1.825018
-11.0,12,1.834018
-50.0,50,1.874018
-50.0,50,1.92102
-50.0,50,1.969017
-50.0,50,2.013017
-50.0,50,2.060018
-50.0,50,2.103017
-50.0,50,2.149018
-50.0,50,2.191016
-50.0,50,2.241017
-50.0,50,2.288016
-50.0,50,2.329017
-50.0,50,2.372017
-50.0,50,2.422017
-50.0,50,2.471019
-50.0,50,2.517525
-50.0,50,2.559525
-50.0,50,2.611524
-26.0,27,2.645525
-50.0,50,2.688524
-50.0,50,2.729526
-14.0,15,2.741524
-50.0,50,2.788524
-50.0,50,2.831524
-50.0,50,2.869524
-50.0,50,2.912524
-50.0,50,2.957524
-50.0,50,2.998525
-50.0,50,3.047524
-50.0,50,3.093525
-50.0,50,3.140524
-50.0,50,3.189525
-50.0,50,3.238524
-50.0,50,3.280525
-50.0,50,3.341523
-50.0,50,3.383524
-50.0,50,3.430525
-50.0,50,3.475524
-50.0,50,3.527524
-50.0,50,3.570524
-50.0,50,3.609524
-50.0,50,3.661034
-50.0,50,3.712034
-50.0,50,3.759033
-50.0,50,3.806034
-50.0,50,3.849033
-50.0,50,3.898033
-50.0,50,3.940033
-50.0,50,3.981033
-50.0,50,4.023034
-50.0,50,4.070032
-28.0,29,4.094033
-50.0,50,4.143033
-50.0,50,4.188032
-50.0,50,4.240033
-50.0,50,4.288033
-50.0,50,4.340033
-50.0,50,4.385034
-50.0,50,4.437034
-5.0,6,4.445033
-50.0,50,4.494033
-50.0,50,4.538033
-5.0,6,4.549036
-50.0,50,4.591034
-50.0,50,4.637034
-50.0,50,4.681033
-50.0,50,4.730034
-50.0,50,4.77204
-50.0,50,4.812547
-50.0,50,4.853545
-50.0,50,4.900544
-50.0,50,4.944544
-50.0,50,4.991544
-31.0,32,5.022544
-50.0,50,5.073546
-50.0,50,5.125545
-50.0,50,5.170545
-50.0,50,5.216546
-9.0,10,5.227544
0.0,1,5.228544
-50.0,50,5.269545
-50.0,50,5.314545
-50.0,50,5.358545
-50.0,50,5.405545
-50.0,50,5.455545
-50.0,50,5.496545
-50.0,50,5.544544
-50.0,50,6.26505
-50.0,50,6.902051
-50.0,50,7.518561
-50.0,50,8.159559
-26.0,27,8.490066
-21.0,22,8.761065
0.0,1,8.774065
-50.0,50,9.392571
-50.0,50,10.007572
-33.0,34,10.423572
-50.0,50,11.050081
-50.0,50,11.664082
-27.0,28,12.00959
-50.0,50,12.60659
0.0,1,12.618589
-50.0,50,13.234102
-50.0,50,13.8421
-50.0,50,14.47061
-50.0,50,15.090609
-50.0,50,15.716117
-50.0,50,16.348628
-8.0,9,16.462629
-50.0,50,17.10663
-6.0,7,17.202628
-50.0,50,17.861138
-8.0,9,17.978138
-50.0,50,18.637649
-10.0,11,18.779647
-50.0,50,19.438649
-50.0,50,20.063157
-50.0,50,20.694159
-6.0,7,20.785158
-50.0,50,21.393667
-50.0,50,22.013666
-50.0,50,22.645177
-50.0,50,23.257688
-50.0,50,23.872685
-50.0,50,24.472194
-50.0,50,25.080194
-1.0,2,25.109193
-37.0,38,25.579704
-50.0,50,26.210705
-4.0,5,26.279704
-50.0,50,26.920214
-50.0,50,27.538214
-50.0,50,28.161724
-41.0,42,28.691723
-50.0,50,29.319232
-50.0,50,29.987233
-50.0,50,30.630743
-50.0,50,31.285743
-50.0,50,31.906251
-50.0,50,32.522758
-50.0,50,33.14576
-50.0,50,33.749267
-50.0,50,34.364266
-13.0,14,34.538266
-17.0,18,34.756267
-50.0,50,35.361776
-50.0,50,35.965286
-50.0,50,36.565286
-50.0,50,37.181794
0.0,1,37.196795
-50.0,50,37.845794
-50.0,50,38.459306
-50.0,50,39.086304
0.0,1,39.098304
-50.0,50,39.730814
-50.0,50,40.348815
-50.0,50,40.994323
-50.0,50,41.646323
-50.0,50,42.279832
-50.0,50,42.883832
-50.0,50,43.517342
-50.0,50,44.115342
-50.0,50,44.72185
-43.0,44,45.272849
-50.0,50,45.893361
-50.0,50,46.491362
-50.0,50,47.114868
-50.0,50,47.716869
-5.0,6,47.791378
-50.0,50,48.408378
-50.0,50,49.014886
-20.0,21,49.279885
-50.0,50,49.924887
-50.0,50,50.548396
-50.0,50,51.176396
-50.0,50,51.843903
-50.0,50,52.491413
-50.0,50,53.129411
-50.0,50,53.748922
-50.0,50,54.379922
-50.0,50,55.01743
-50.0,50,55.62243
-50.0,50,56.237939
-50.0,50,56.864939
-50.0,50,57.493448
-50.0,50,58.111448
-50.0,50,58.714955
-50.0,50,59.310467
-21.0,22,59.566468
-50.0,50,60.183466
-50.0,50,60.802976
-50.0,50,61.408976
-50.0,50,62.018486
-19.0,20,62.260485
-50.0,50,62.875994
-50.0,50,63.493996
-44.0,45,64.080505
-50.0,50,64.706504
-50.0,50,65.319015
-50.0,50,65.936014
-50.0,50,66.535525
-50.0,50,67.180524
-50.0,50,67.802034
-1.0,2,67.826035
-15.0,16,68.031035
-50.0,50,70.738051
-50.0,50,71.344562
-50.0,50,71.952563
-50.0,50,72.624074
-50.0,50,73.286584
-50.0,50,73.974582
-50.0,50,74.61509
-50.0,50,75.26309
-50.0,50,75.924601
-50.0,50,76.561601
-18.0,19,76.820112
-50.0,50,77.478113
-50.0,50,78.13062
-50.0,50,78.73762
-12.0,13,78.892622
-50.0,50,79.506128
-50.0,50,80.115634
-50.0,50,80.730636
-50.0,50,81.344144
-2.0,3,81.381144
-50.0,50,81.998144
-50.0,50,82.639656
-50.0,50,83.249655
-50.0,50,83.856166
-50.0,50,84.485165
-50.0,50,85.125677
-50.0,50,85.765677
-50.0,50,86.396183
-50.0,50,87.026693
-50.0,50,87.608695
-50.0,50,88.1662
-50.0,50,88.6422
-50.0,50,89.121199
-50.0,50,89.60871
-50.0,50,90.076708
-33.0,34,90.398711
-50.0,50,90.898215
-50.0,50,91.402215
-50.0,50,91.987725
-50.0,50,92.590726
-50.0,50,93.211232
